Frequency (Hz)	Level (dB)
10109.838867	-64.052139
10120.605469	-64.271568
10131.372070	-64.042107
10142.138672	-64.335831
10152.905273	-64.115166
10163.671875	-64.121681
10174.438477	-64.466156
10185.205078	-64.595360
10195.971680	-63.829395
10206.738281	-64.099968
10217.504883	-64.303574
10228.271484	-64.285477
10239.038086	-64.131264
10249.804688	-64.281799
10260.571289	-64.903641
10271.337891	-64.302101
10282.104492	-64.059814
10292.871094	-64.193542
10303.637695	-64.787537
10314.404297	-64.767868
10325.170898	-64.539116
10335.937500	-64.447517
10346.704102	-64.987350
10357.470703	-64.281746
10368.237305	-64.351646
10379.003906	-64.388145
10389.770508	-64.174240
10400.537109	-64.640594
10411.303711	-64.572960
10422.070312	-64.123146
10432.836914	-63.987560
10443.603516	-63.759029
10454.370117	-64.380348
10465.136719	-64.448349
10475.903320	-64.295143
10486.669922	-64.747597
10497.436523	-64.785736
10508.203125	-63.859837
10518.969727	-63.872520
10529.736328	-63.847061
10540.502930	-63.946678
10551.269531	-64.046913
10562.036133	-64.262268
10572.802734	-64.308632
10583.569336	-64.361626
10594.335938	-64.144150
10605.102539	-63.720112
10615.869141	-64.214752
10626.635742	-64.758949
10637.402344	-64.688820
10648.168945	-64.791138
10658.935547	-64.547760
10669.702148	-64.459160
10680.468750	-64.180428
10691.235352	-64.379974
10702.001953	-64.589600
10712.768555	-64.839500
10723.535156	-64.959206
10734.301758	-64.798264
10745.068359	-64.970039
10755.834961	-65.110489
10766.601562	-64.829483
10777.368164	-65.056252
10788.134766	-65.339317
10798.901367	-64.395676
10809.667969	-64.900398
10820.434570	-64.854126
10831.201172	-64.860939
10841.967773	-64.764748
10852.734375	-64.203705
10863.500977	-64.416992
10874.267578	-64.168808
10885.034180	-64.347046
10895.800781	-64.401024
10906.567383	-64.716629
10917.333984	-65.097351
10928.100586	-64.583557
10938.867188	-64.496635
10949.633789	-64.802895
10960.400391	-64.855133
10971.166992	-65.089844
10981.933594	-64.634888
10992.700195	-64.500191
11003.466797	-64.653358
11014.233398	-64.643913
11025.000000	-65.065056
11035.766602	-65.033432
11046.533203	-64.337517
11057.299805	-64.738571
11068.066406	-64.421608
11078.833008	-64.560760
11089.599609	-64.539291
11100.366211	-64.349510
11111.132812	-64.720963
11121.899414	-65.028404
11132.666016	-65.015327
11143.432617	-64.029251
11154.199219	-64.182022
11164.965820	-64.284698
11175.732422	-64.623413
11186.499023	-64.370270
11197.265625	-64.386826
11208.032227	-65.120071
11218.798828	-65.470749
11229.565430	-64.608269
11240.332031	-64.798401
11251.098633	-64.768776
11261.865234	-65.100594
11272.631836	-64.453415
11283.398438	-64.772362
11294.165039	-65.235580
11304.931641	-65.269020
11315.698242	-65.484886
11326.464844	-65.613609
11337.231445	-65.098015
11347.998047	-64.661919
11358.764648	-64.943817
11369.531250	-65.152290
11380.297852	-65.224098
11391.064453	-64.687035
11401.831055	-64.361618
11412.597656	-64.774101
11423.364258	-65.135277
11434.130859	-65.105797
11444.897461	-64.954819
11455.664062	-64.895119
11466.430664	-65.187172
11477.197266	-65.006195
11487.963867	-64.856781
11498.730469	-64.353493
11509.497070	-64.442711
11520.263672	-64.628510
11531.030273	-64.627777
11541.796875	-64.610062
11552.563477	-64.268250
11563.330078	-64.503738
11574.096680	-65.186531
11584.863281	-65.408920
11595.629883	-64.827164
11606.396484	-64.553864
11617.163086	-64.620422
11627.929688	-64.696518
11638.696289	-64.737000
11649.462891	-64.784019
11660.229492	-64.960579
11670.996094	-64.741524
11681.762695	-64.663490
11692.529297	-64.270905
11703.295898	-64.461342
11714.062500	-64.925667
11724.829102	-65.260712
11735.595703	-65.336807
11746.362305	-65.057259
11757.128906	-65.261520
11767.895508	-64.999924
11778.662109	-65.428833
11789.428711	-65.534668
11800.195312	-65.563759
11810.961914	-65.771317
11821.728516	-65.625122
11832.495117	-65.127670
11843.261719	-64.934921
11854.028320	-64.872047
11864.794922	-64.719826
11875.561523	-65.007568
11886.328125	-65.253044
11897.094727	-65.083008
11907.861328	-65.302299
11918.627930	-65.114677
11929.394531	-64.830109
11940.161133	-64.990639
11950.927734	-64.767372
11961.694336	-65.003212
11972.460938	-64.641449
11983.227539	-64.574829
11993.994141	-64.535538
12004.760742	-64.277168
12015.527344	-64.750122
12026.293945	-64.655479
12037.060547	-64.066605
12047.827148	-64.342796
12058.593750	-64.553040
12069.360352	-64.615028
12080.126953	-64.646584
12090.893555	-64.536087
12101.660156	-64.614143
12112.426758	-64.861351
12123.193359	-65.206100
12133.959961	-65.304070
12144.726562	-65.348991
12155.493164	-65.230675
12166.259766	-65.124977
12177.026367	-65.290359
12187.792969	-65.209206
12198.559570	-65.095039
12209.326172	-64.998100
12220.092773	-64.812828
12230.859375	-65.243301
12241.625977	-65.593857
12252.392578	-65.276314
12263.159180	-64.845245
12273.925781	-64.925133
12284.692383	-64.927406
12295.458984	-64.530785
12306.225586	-64.793930
12316.992188	-65.324257
12327.758789	-64.935776
12338.525391	-64.877838
12349.291992	-65.280167
12360.058594	-65.048363
12370.825195	-65.074303
12381.591797	-65.615768
12392.358398	-65.062950
12403.125000	-64.868813
12413.891602	-64.867630
12424.658203	-65.572365
12435.424805	-65.524048
12446.191406	-64.832787
12456.958008	-64.393646
12467.724609	-64.737648
12478.491211	-65.181068
12489.257812	-65.233665
12500.024414	-65.556404
12510.791016	-65.439392
12521.557617	-65.329010
12532.324219	-65.527603
